scheme_id,scheme_code,scheme_name,scheme_type,short_description,detailed_description,purpose,source_organization,ministry,implementing_agency,target_beneficiary,applicant_types,marginalized_group,target_groups,entrepreneur_type,sc_required,social_category,gender_condition,gender_requirement,age_min,age_max,income_limit,income_operator,income_definition,state_restriction,state_coverage,district_restriction,district_coverage,sector,activity_type,business_types,business_stage,new_unit_required,new_business_allowed,existing_unit_allowed,existing_business_allowed,business_registration_required,enterprise_size_requirement,education_applicable,vocational_training_applicable,support_type,benefit_description,loan_available,min_project_cost,max_project_cost,minimum_loan_amount,maximum_loan_amount,min_loan_amount,max_loan_amount,financing_percentage,beneficiary_contribution_percentage,subsidy_available,subsidy_percentage,subsidy_details,grant_available,grant_amount,interest_rate_min,interest_rate_max,interest_rate_type,repayment_period_min_months,repayment_period_max_months,repayment_frequency,moratorium_min_months,moratorium_max_months,moratorium_interest_mode,collateral_required,security_required,training_available,equipment_support,market_support,working_capital_support,application_mode,application_url,official_portal,application_steps,required_documents,helpline,official_source_url,source_title,source_document,source_page,source_section,source_published_date,effective_from,effective_to,scheme_version,previous_version,change_summary,last_verified_date,verification_status,scheme_status,notes,data_confidence,searchable_tags,normalization_note,raw_source_row,legacy_priority_raw
SIH26092-067,SIH26092-067,NMDFC Virasat Scheme for Craftspersons and Artisans,Concessional Minority Artisan Credit Scheme,Concessional credit up to ₹10 Lakhs at 4% to 6% p.a. interest for traditional artisans and craftspersons from notified Minority communities.,"NMDFC scheme providing working and fixed capital loans through State Channelizing Agencies for traditional craftspersons from Muslim, Christian, Sikh, Buddhist, Jain, and Parsi communities.","Financial inclusion, heritage craft preservation, and working capital assistance for minority craftspersons.",Ministry of Minority Affairs,Ministry of Minority Affairs,State Channelizing Agencies (SCAs),"Artisans, craftspersons, and traditional handloom/handicraft workers from minority communities","INDIVIDUAL, ARTISAN, CRAFTSPERSON",MINORITY,"MINORITY, ARTISANS, CRAFTSPERSONS",,,MINORITY,,,18,60,,,,,,,,ARTISAN; HANDICRAFT; TRADITIONAL_OCCUPATIONS,,,,,,,,,,,,LOAN,Concessional credit up to ₹10 Lakh for minority artisans and craftspersons @ 5% p.a. (male) / 4% (female).,YES,,,50000.0,1000000.0,50000.0,1000000.0,90,5,NO,,,NO,,6.0,6.0,CONCESSIONAL,60,60,,6,6,,CONDITIONAL,,,,,,THROUGH_AUTHORIZED_AGENCY,https://www.nmdfc.org/,https://www.nmdfc.org/,,,,https://www.nmdfc.org/,"NMDFC Term Loan Scheme Guidelines, Ministry of Minority Affairs",NMDFC Virasat Scheme Operational Guidelines,,,,,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,,,SIH26092-067,
SIH26092-068,SIH26092-068,Divyangjan Swavalamban Yojana (NDFDC),Concessional Credit Scheme for Persons with Disabilities,"Concessional loans up to ₹50 Lakhs at 5% to 9% interest for Persons with Disabilities (PwD >= 40%) for self-employment, income-generation, and assistive equipment.",National Divyangjan Finance and Development Corporation (NDFDC) flagship scheme providing low-interest term loans with a 1% interest rebate for women with disabilities.,Socio-economic empowerment and self-employment promotion for Persons with Disabilities.,Ministry of Social Justice and Empowerment,Ministry of Social Justice and Empowerment,State Channelizing Agencies (SCAs) / Partner Banks,Persons with Disabilities (PwDs) having 40% or more disability under PwD Act 2016,"INDIVIDUAL, PWD, ENTREPRENEUR",PWD,"PWD, SPECIALLY_ABLED, ENTREPRENEURS",,,,,,18,,,,,,,,,MICRO_ENTERPRISE; SERVICES; TRADING; SMALL_BUSINESS,,,,,,,,,,,,LOAN,Concessional loan up to ₹50 Lakh for Persons with Disabilities (PwD) @ 5% to 9% p.a. (1% rebate for women).,YES,,,50000.0,5000000.0,50000.0,5000000.0,90,10,NO,,Concessional interest rate between 5% to 9% p.a. based on loan slab with 1% interest rebate for women with disabilities,NO,,5.0,9.0,CONCESSIONAL,60,120,,6,12,,CONDITIONAL,,,,,,THROUGH_AUTHORIZED_AGENCY,https://ndfdc.nic.in/,https://ndfdc.nic.in/,,,,https://ndfdc.nic.in/,"NDFDC Divyangjan Term Loan Scheme, DEPwD",NDFDC Divyangjan Swavalamban Guidelines,,,,,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,,,SIH26092-068,
SIH26092-069,SIH26092-069,SAMARTH — Scheme for Capacity Building in Textile Sector,Textile Sector Skill & Placement Scheme,"Industry-aligned skill training, certification, and wage/self-employment placement assistance across the textile value chain with special focus on SC/ST and women.","Ministry of Textiles initiative delivering NSQF-compliant skill training through biometric attendance, CCTV monitoring, and certified training centers for handloom, handicraft, and textile manufacturing.","Skill development, employment generation, and productivity enhancement in traditional and modern textile sectors.",Ministry of Textiles,Ministry of Textiles,Ministry of Textiles Implementing Partners / Industry Associations,"Unemployed youth, women, SC/ST, traditional artisans, and textile workers","INDIVIDUAL, YOUTH, ARTISAN, WEAVER",,"YOUTH, WOMEN, SC, ST, WEAVERS, ARTISANS",,,,,,18,45,,,,,,,,TEXTILE; HANDLOOM; HANDICRAFT; APPAREL,,,,,,,,,,,,TRAINING; PLACEMENT,100% government funded placement-oriented vocational skill training in textiles and apparel manufacturing.,NO,,,,,,,,,NO,,100% government-funded NSQF-aligned skill training with mandatory 70% wage-employment placement guarantee,YES,,,,NOT_APPLICABLE,,,,,,,,,TRUE,,,,ONLINE,https://samarth-textiles.gov.in/,https://samarth-textiles.gov.in/,,,,https://samarth-textiles.gov.in/,"Samarth Scheme for Capacity Building in Textile Sector, Ministry of Textiles",SAMARTH Operational Guidelines (Ministry of Textiles),,,,,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,,,SIH26092-069,
SIH26092-070,SIH26092-070,Animal Husbandry Infrastructure Development Fund (AHIDF),Infrastructure Credit Subvention Scheme,"3% per annum interest subvention on term loans up to 90% project cost with credit guarantee for dairy, meat processing, and animal feed infrastructure.","Department of Animal Husbandry and Dairying scheme incentivizing investments in livestock processing, value addition, and breed improvement with 3% interest subvention for 8 years.","Infrastructure development and entrepreneurship in dairy and meat processing, animal feed, and livestock breed improvement.","Ministry of Fisheries, Animal Husbandry and Dairying","Ministry of Fisheries, Animal Husbandry and Dairying",Department of Animal Husbandry & Dairying / SIDBI / Scheduled Banks,"Individual entrepreneurs, MSMEs, FPOs, Section 8 companies, and Dairy Cooperatives","INDIVIDUAL, ENTREPRENEUR, MSME, FPO, COOPERATIVE",,"ENTREPRENEURS, FARMERS, MSMES, RURAL_ENTERPRISES",,,,,,,,,,,,,,,DAIRY; LIVESTOCK; ANIMAL_HUSBANDRY; FOOD_PROCESSING,,,,,,,,,,,,LOAN; SUBSIDY; GUARANTEE,"Bank loan up to 90% of project cost with 3% interest subvention for dairy, meat processing, and animal feed plants.",YES,,,,,,,90,10,YES,3.0,3% interest subvention for 8 years on scheduled commercial bank term loans (up to 90% project cost) with 25% credit guarantee,NO,,3.0,3.0,SUBSIDIZED_RATE,96,96,,24,24,,,,,,,,ONLINE,https://ahidf.udyamimitra.in/,https://ahidf.udyamimitra.in/,,,,https://ahidf.udyamimitra.in/,"Animal Husbandry Infrastructure Development Fund (AHIDF), DAHD",AHIDF Revised Operational Guidelines (DAHD),,,,,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,,,SIH26092-070,
SIH26092-071,SIH26092-071,Special Credit Linked Capital Subsidy Scheme for SC/ST (SCLCSS under NSSH),Technology Upgradation Subsidy Scheme,25% upfront capital subsidy (up to ₹25 Lakhs) on institutional credit up to ₹1 Crore for technology upgradation of SC/ST-owned Micro and Small Enterprises.,Key scheme under National SC-ST Hub (NSSH) by Ministry of MSME providing 25% capital subsidy on plant and machinery loans for SC/ST entrepreneurs with valid Udyam Registration.,Facilitate purchase of modern plant and machinery and scale technology adoption for SC/ST enterprises.,"Ministry of Micro, Small and Medium Enterprises","Ministry of Micro, Small and Medium Enterprises",National Small Industries Corporation (NSIC) / SIDBI / Scheduled Banks,SC/ST entrepreneurs owning Micro and Small Enterprises (min 51% shareholding),"ENTREPRENEUR, MSME, INDIVIDUAL","SC, ST","SC, ST, MSME, ENTREPRENEURS",,CONDITIONAL,SC; ST,,,,,,,,,,,,MANUFACTURING; SERVICES; PROCESSING; ALL_MSME_SECTORS,,,,,,,,TRUE,,,,SUBSIDY,25% capital subsidy (up to ₹25 Lakh) for SC/ST MSMEs for technology upgradation and modern plant machinery.,NO,,10000000,,,,,,,YES,25.0,25% upfront capital subsidy (up to ₹25 Lakh on institutional credit up to ₹1 Crore) for plant and machinery modernisation to SC/ST MSEs,YES,2500000,,,NOT_APPLICABLE,,,,,,,,,,,,,ONLINE,https://www.scsthub.in/,https://www.scsthub.in/,,,,https://www.scsthub.in/,"National SC-ST Hub Special Credit Linked Capital Subsidy Scheme, Ministry of MSME",Special Credit Linked Capital Subsidy Scheme Guidelines (NSSH),,,,,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,,,SIH26092-071,
SIH26092-072,SIH26092-072,NSKFDC Sanitary Marts Scheme,Sanitation Worker Rehabilitation Credit Scheme,Concessional loans up to ₹15 Lakhs (up to 90% project cost) at 4% p.a. interest for Safai Karamcharis and manual scavengers to set up sanitation and hygiene retail marts.,"NSKFDC scheme providing financial assistance to liberated manual scavengers, safai karamcharis, and their dependents for establishing sanitary marts with a 1% rebate for women.",Dignified self-employment and sustainable livelihood creation in sanitation product retail and services.,Ministry of Social Justice and Empowerment,Ministry of Social Justice and Empowerment,State Channelizing Agencies (SCAs) / RRBs / Nationalized Banks,"Safai Karamcharis, identified manual scavengers, waste pickers, and their dependents","INDIVIDUAL, SAFAI_KARAMCHARI, SHG",SAFAI_KARAMCHARI,"SAFAI_KARAMCHARIS, MANUAL_SCAVENGERS, SANITATION_WORKERS",,,,,,18,,,,,,,,,SANITATION; TRADING; RETAIL; SERVICE,,,,,,,,,,,,LOAN,Concessional credit up to ₹13.5 Lakh for Safai Karamcharis/manual scavengers for sanitary goods retail marts @ 4% p.a.,YES,,1500000,50000.0,1350000.0,50000.0,1350000.0,90,10,NO,,,NO,,4.0,6.0,CONCESSIONAL,60,84,,6,6,,FALSE,,,,,,THROUGH_AUTHORIZED_AGENCY,https://www.nskfdc.nic.in/,https://www.nskfdc.nic.in/,,,,https://www.nskfdc.nic.in/,"NSKFDC Sanitary Mart Scheme Guidelines, MoSJE",NSKFDC Sanitary Marts Scheme Guidelines,,,,,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,,,SIH26092-072,
SIH26092-073,SIH26092-073,NBCFDC Krishi Sampada Scheme,OBC Micro-Credit Agri-Business Scheme,"Concessional micro-finance loans up to ₹50,000 at 4% p.a. interest for small farmers and agricultural vendors from Other Backward Classes during crop seasons.",NBCFDC seasonal credit scheme providing up to 95% project financing for small farmers and vegetable vendors belonging to OBC communities with family income up to ₹3 Lakh.,Provide timely concessional working credit to small OBC farmers and agricultural produce vendors during cropping cycles.,Ministry of Social Justice and Empowerment,Ministry of Social Justice and Empowerment,State Channelising Agencies (SCAs) / RRBs / Public Sector Banks,"Small farmers, vegetable vendors, and agricultural laborers from Backward Classes","FARMER, INDIVIDUAL, VENDOR",OBC,"OBC, FARMERS, SMALL_VENDORS",,,OBC,,,18,60,300000,<=,Annual Family Income,,,,,AGRICULTURE; VEGETABLE_VENDING; RURAL_FARMING,,,,,,,,,,,,LOAN,"Micro-credit up to ₹50,000 for small OBC farmers/vegetable growers @ 4% p.a.",YES,,,10000.0,50000.0,10000.0,50000.0,95,5,NO,,,NO,,4.0,4.0,CONCESSIONAL,36,36,,,,,FALSE,,,,,,THROUGH_AUTHORIZED_AGENCY,https://nbcfdc.nic.in/,https://nbcfdc.nic.in/,,,,https://nbcfdc.nic.in/en/new-swarnima,"NBCFDC New Swarnima Special Scheme for Women, MoSJE",NBCFDC Krishi Sampada Lending Guidelines,,,,,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,,,SIH26092-073,
SIH26092-074,SIH26092-074,Pradhan Mantri Janjati Adivasi Nyaya Maha Abhiyan (PM-JANMAN),Particularly Vulnerable Tribal Groups (PVTG) Mission,"Saturation mission providing pucca housing assistance, Van Dhan Vikas Kendra livelihood infrastructure, and skill training for Particularly Vulnerable Tribal Groups (PVTGs).","Inter-ministerial mission led by Ministry of Tribal Affairs covering 75 PVTG communities across 18 States and UTs with dedicated housing grants, Multi-Purpose Centres, and sustainable livelihood support.","Comprehensive socio-economic upliftment, safe housing, and sustainable livelihood creation for vulnerable tribal communities.",Ministry of Tribal Affairs,Ministry of Tribal Affairs,Ministry of Tribal Affairs / State Tribal Welfare Departments,Households belonging to Particularly Vulnerable Tribal Groups (PVTGs),"INDIVIDUAL, TRIBAL_HOUSEHOLD, SHG",ST,"ST, PVTG, VULNERABLE_TRIBAL_GROUPS",,,ST,,,,,,,,,,,,HOUSING; FOREST_PRODUCE; SKILL_DEVELOPMENT; RURAL_LIVELIHOOD,,,,,,,,,,,,DIRECT_BENEFIT; HOUSING; INFRASTRUCTURE,"100% government-funded pucca housing (₹2.39 Lakh), piped water, solar electricity, and roads for PVTG households.",NO,,,,,,,,,NO,,"100% government welfare package covering pucca housing (₹2.39 Lakh/unit), clean drinking water, electricity, and health connectivity",YES,,,,NOT_APPLICABLE,,,,,,,,,TRUE,,,,THROUGH_AUTHORIZED_AGENCY,https://tribal.nic.in/,https://scholarships.gov.in/,,,,https://tribal.nic.in/ScholarshiP.aspx,"National Fellowship and Scholarship for Higher Education of ST Students, MoTA",PM-JANMAN Operational Guidelines and SOPs,,,,,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,,,SIH26092-074,
SIH26092-075,SIH26092-075,Pradhan Mantri Jan Dhan Yojana (PMJDY),National Financial Inclusion Mission,"National Mission for Financial Inclusion providing universal access to banking facilities with zero balance account, RuPay debit card, and overdraft.","Pradhan Mantri Jan Dhan Yojana (PMJDY) is India's flagship financial inclusion program providing universal access to banking services with at least one basic banking account for every unbanked adult, RuPay debit card with ₹2 Lakh accidental insurance cover, and an overdraft facility of up to ₹10,000.","Universal banking access, financial literacy, micro-insurance, and direct benefit transfer (DBT) delivery.",Ministry of Finance,Ministry of Finance,Department of Financial Services / Commercial & Regional Banks,"All unbanked individuals, low-income households, and rural/urban citizens",INDIVIDUAL,ALL,"ALL_CITIZENS,UNBANKED,LOW_INCOME",NOT_APPLICABLE,FALSE,ALL,ALL,ALL,10,65,,,,ALL_INDIA,ALL_INDIA,ALL_INDIA,ALL_INDIA,FINANCIAL_SERVICES,BANKING_FINANCIAL_INCLUSION,NOT_APPLICABLE,NOT_APPLICABLE,FALSE,TRUE,TRUE,TRUE,FALSE,NOT_APPLICABLE,FALSE,FALSE,BANKING; OVERDRAFT; INSURANCE,"Zero-balance bank account with RuPay debit card, ₹2 Lakh free accident insurance, and up to ₹10,000 overdraft facility.",YES,,,2000.0,10000.0,2000.0,10000.0,100,0,NO,,"Zero-balance savings account with ₹10,000 overdraft facility and free ₹2 Lakh RuPay accidental insurance cover",NO,,12.0,12.0,OVERDRAFT_RATE,12,36,MONTHLY,,,STANDARD,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,THROUGH_BANK,https://pmjdy.gov.in/,https://pmjdy.gov.in/,1. Visit nearest commercial bank branch or Bank Mitra / CSP outlet. 2. Submit PMJDY Account Opening Form with Aadhaar card / official valid document (OVD). 3. Complete biometric e-KYC. 4. Receive Passbook and RuPay Debit Card.,"Aadhaar Card, Proof of Address (if not on Aadhaar), 2 Passport-sized Photographs",18001801111 / 1800110001,https://pmjdy.gov.in/,"Pradhan Mantri Jan-Dhan Yojana (PMJDY) Operational Guidelines, DFS","PMJDY Operational Guidelines, Department of Financial Services",1,Eligibility and Account Features,2014-08-28,2014-08-28,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"pmjdy, jan dhan, zero balance, financial inclusion, overdraft, rupay debit card, banking, insurance",,,HIGH
SIH26092-076,SIH26092-076,Pradhan Mantri Suraksha Bima Yojana (PMSBY),Accidental Death & Disability Insurance Scheme,Affordable accidental death and disability insurance scheme offering ₹2 Lakh cover for just ₹20 per annum.,"Pradhan Mantri Suraksha Bima Yojana is a government-backed accident insurance scheme in India providing ₹2 Lakh coverage for accidental death and permanent total disability, and ₹1 Lakh for permanent partial disability, at an annual premium of ₹20 auto-debited from the subscriber's bank account.",Affordable social security and universal accidental risk coverage for low-income citizens.,Ministry of Finance,Ministry of Finance,Department of Financial Services / Public Sector General Insurance Companies,All bank account holders aged 18 to 70 years,INDIVIDUAL,ALL,"ALL_CITIZENS,LOW_INCOME,WORKERS",NOT_APPLICABLE,FALSE,ALL,ALL,ALL,18,70,,,,ALL_INDIA,ALL_INDIA,ALL_INDIA,ALL_INDIA,FINANCIAL_SERVICES,ACCIDENT_INSURANCE,NOT_APPLICABLE,NOT_APPLICABLE,FALSE,TRUE,TRUE,TRUE,FALSE,NOT_APPLICABLE,FALSE,FALSE,INSURANCE,₹2 Lakh accidental death / total permanent disability insurance cover @ nominal premium of ₹20 per year.,NO,,,,,,,,,NO,,"₹2,00,000 accidental death/total disability cover and ₹1,00,000 partial disability cover for annual premium of ₹20 auto-debited",NO,,,,NOT_APPLICABLE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,THROUGH_BANK,https://jansuraksha.gov.in/,https://jansuraksha.gov.in/,1. Log into your bank's Internet Banking or visit the branch / CSP. 2. Select PMSBY enrollment. 3. Authorize auto-debit consent for ₹20 annual premium. 4. Download Certificate of Insurance.,"Savings Bank Account details, Aadhaar Card, Auto-debit Consent Form, Nominee Details",18001801111 / 1800110001,https://jansuraksha.gov.in/Files/PMJJBY/English/Rules.pdf,"Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY) Rules, DFS","PMSBY Revised Scheme Rules, DFS",1-3,"Eligibility, Premium & Benefit Coverage",2015-05-09,2015-06-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"pmsby, accident insurance, disability insurance, social security, 2 lakh cover, jansuraksha",,,HIGH
SIH26092-077,SIH26092-077,Pradhan Mantri Jeevan Jyoti Bima Yojana (PMJJBY),Life Insurance Scheme,Renewable one-year term life insurance scheme offering ₹2 Lakh life cover for ₹436 per annum.,"Pradhan Mantri Jeevan Jyoti Bima Yojana is a government-backed life insurance scheme providing ₹2 Lakh death benefit on death of the subscriber due to any cause, for individuals aged 18-50 years with a bank account at an annual premium of ₹436.",Affordable term life insurance cover protecting families of deceased earners from financial destitution.,Ministry of Finance,Ministry of Finance,Department of Financial Services / LIC & Life Insurance Companies,Bank account holders aged 18 to 50 years,INDIVIDUAL,ALL,"ALL_CITIZENS,LOW_INCOME,WORKERS",NOT_APPLICABLE,FALSE,ALL,ALL,ALL,18,50,,,,ALL_INDIA,ALL_INDIA,ALL_INDIA,ALL_INDIA,FINANCIAL_SERVICES,LIFE_INSURANCE,NOT_APPLICABLE,NOT_APPLICABLE,FALSE,TRUE,TRUE,TRUE,FALSE,NOT_APPLICABLE,FALSE,FALSE,INSURANCE,₹2 Lakh life insurance coverage for death due to any cause @ premium of ₹436 per year.,NO,,,,,,,,,NO,,"₹2,00,000 life insurance cover payable upon death of insured due to any reason for annual premium of ₹436",NO,,,,NOT_APPLICABLE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,THROUGH_BANK,https://jansuraksha.gov.in/,https://jansuraksha.gov.in/,1. Visit bank branch or open netbanking app. 2. Submit PMJJBY enrollment form with auto-debit consent. 3. Bank debits ₹436 and issues insurance policy receipt.,"Savings Bank Account details, Aadhaar Card, Auto-debit Consent Form, Nominee Details",18001801111 / 1800110001,https://jansuraksha.gov.in/Files/PMSBY/English/Rules.pdf,"Pradhan Mantri Suraksha Bima Yojana (PMSBY) Rules, DFS","PMJJBY Revised Scheme Rules, DFS",1-3,Eligibility and Benefits,2015-05-09,2015-06-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"pmjjby, life insurance, term insurance, social security, 2 lakh cover, jansuraksha",,,HIGH
SIH26092-078,SIH26092-078,Atal Pension Yojana (APY),Guaranteed Old-Age Pension Scheme,"Guaranteed monthly pension scheme of ₹1,000 to ₹5,000 from age 60 for unorganized sector workers.","Atal Pension Yojana is a government-backed guaranteed pension scheme for citizens in the unorganized sector aged 18 to 40 years, providing a guaranteed monthly pension ranging from ₹1,000 to ₹5,000 after attaining 60 years of age, depending on contribution amount and entry age.",Old age income security and guaranteed pension for unorganized sector workers.,Ministry of Finance,Ministry of Finance,PFRDA / National Pension System (NPS) / Commercial Banks & Post Offices,Unorganized sector workers and Indian citizens aged 18 to 40 years (non-income tax payers),INDIVIDUAL,ALL,"UNORGANIZED_WORKERS,ALL_CITIZENS,LOW_INCOME",NOT_APPLICABLE,FALSE,ALL,ALL,ALL,18,40,,,,ALL_INDIA,ALL_INDIA,ALL_INDIA,ALL_INDIA,FINANCIAL_SERVICES,OLD_AGE_PENSION,NOT_APPLICABLE,NOT_APPLICABLE,FALSE,TRUE,TRUE,TRUE,FALSE,NOT_APPLICABLE,FALSE,FALSE,PENSION,"Guaranteed monthly pension of ₹1,000, ₹2,000, ₹3,000, ₹4,000 or ₹5,000 starting from age 60.",NO,,,,,,,,,NO,,"Guaranteed minimum monthly pension of ₹1,000, ₹2,000, ₹3,000, ₹4,000, or ₹5,000 from age 60 based on contribution",NO,,,,NOT_APPLICABLE,,,,,,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,THROUGH_BANK,https://www.npscra.nsdl.co.in/,https://enps.nsdl.com/,1. Approach bank branch or post office where savings account is held. 2. Fill APY registration form with Aadhaar and nominee details. 3. Select desired pension amount (₹1k-5k). 4. Auto-debit contribution setup.,"Savings Bank / Post Office Account, Aadhaar Card, Mobile Number, Auto-debit Mandate, Nominee Details",1800110069,https://www.npscra.nsdl.co.in/scheme-details.php,"Atal Pension Yojana (APY) Operational Guidelines, PFRDA","APY Operational Guidelines, PFRDA",1-4,Eligibility and Pension Tiers,2015-05-09,2015-06-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"apy, atal pension yojana, pension, unorganized worker, old age pension, guaranteed pension",,,HIGH
SIH26092-079,SIH26092-079,ADIP — Scheme of Assistance to Disabled Persons for Purchase/Fitting of Aids and Appliances,Disability Welfare & Assistive Devices Grant,"Free or subsidized modern assistive devices, tricycles, motorized tricycles, wheelchairs, and hearing aids for PwDs.","The ADIP Scheme assists needy persons with disabilities in procuring durable, sophisticated and scientifically manufactured standard aids and appliances (motorized tricycles, wheelchairs, hearing aids, smart canes, braille kits, artificial limbs, cochlear implants) to improve physical, social and psychological rehabilitation.","Assistive technology distribution, mobility enablement, and physical rehabilitation for Divyangjan.",Ministry of Social Justice and Empowerment,Ministry of Social Justice and Empowerment,DEPwD / ALIMCO / National Institutes / District Disability Rehabilitation Centres,"Persons with Disabilities (PwD >= 40% disability) with family monthly income up to ₹30,000",INDIVIDUAL,PWD,"PWD,DIVYANGJAN",NOT_APPLICABLE,FALSE,ALL,ALL,ALL,0,,360000,<=,ANNUAL_FAMILY_INCOME,ALL_INDIA,ALL_INDIA,ALL_INDIA,ALL_INDIA,SOCIAL_JUSTICE_AND_EMPOWERMENT,ASSISTIVE_DEVICES_AND_AIDS,NOT_APPLICABLE,NOT_APPLICABLE,FALSE,TRUE,TRUE,TRUE,FALSE,NOT_APPLICABLE,FALSE,FALSE,EQUIPMENT_GRANT,"100% free aids, prosthetics, motorized tricycles and assistive devices (up to ₹6 Lakh for cochlear implant) for PwDs.",NO,,,,,,,,,YES,100.0,"100% free modern motorized tricycles, wheelchairs, hearing aids, cochlear implants, and braille kits for disabled persons with monthly income up to ₹22,500",YES,600000,,,NOT_APPLICABLE,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,THROUGH_AUTHORIZED_AGENCY,https://adip.depwd.gov.in/,https://adip.depwd.gov.in/,1. Register on ADIP Portal or attend ALIMCO Assessment Camp. 2. Submit Disability Certificate / UDID card and Income Certificate. 3. Clinical assessment by rehabilitation specialist. 4. Free fitting & distribution of customized aid.,"Disability Certificate / UDID Card (>= 40% disability), Income Certificate (<= ₹30,000/month), Aadhaar Card, Passport-sized Photograph",18001805129,https://adip.depwd.gov.in/,"ADIP Scheme Guidelines, Department of Empowerment of Persons with Disabilities","ADIP Scheme Revised Guidelines, DEPwD",1-6,Eligibility and Assistance Scales,2022-04-01,2022-04-01,,2.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"adip, disability aids, motorized tricycle, wheelchair, hearing aid, cochlear implant, depwd, alimco",,,HIGH
SIH26092-080,SIH26092-080,Deendayal Disabled Rehabilitation Scheme (DDRS),Grant-in-Aid for Disability Rehabilitation Projects,"Grant-in-aid to NGOs and institutions for running Special Schools, Vocational Training Centers, and Half-Way Homes for PwDs.","The Deendayal Disabled Rehabilitation Scheme provides financial assistance to non-governmental organizations and institutions providing educational, vocational, and rehabilitation services to persons with disabilities through Pre-School & Early Intervention Centers, Special Schools for Hearing/Visual/Intellectual Disabilities, Vocational Training Centers, and Community Based Rehabilitation.","Rehabilitation, special education, vocational training, and social integration of Divyangjan.",Ministry of Social Justice and Empowerment,Ministry of Social Justice and Empowerment,DEPwD / Voluntary Organizations / State Social Welfare Departments,Persons with Disabilities enrolled in Special Schools/VTCs and voluntary organizations,"INDIVIDUAL,COMMUNITY_GROUP,ENTERPRISE",PWD,"PWD,DIVYANGJAN,STUDENTS",NOT_APPLICABLE,FALSE,ALL,ALL,ALL,5,,,,,ALL_INDIA,ALL_INDIA,ALL_INDIA,ALL_INDIA,SOCIAL_JUSTICE_AND_EMPOWERMENT,SPECIAL_EDUCATION_AND_REHABILITATION,NOT_APPLICABLE,NOT_APPLICABLE,FALSE,TRUE,TRUE,TRUE,FALSE,NOT_APPLICABLE,TRUE,TRUE,GRANT,Grant-in-aid (up to 90% project cost) to voluntary organizations running special schools and vocational training centers for PwD.,NO,,,,,,,90,0,YES,90.0,"Financial grant-in-aid up to 90% of project cost to voluntary organizations running special schools, vocational training, and early intervention centres for Divyangjan",YES,,,,NOT_APPLICABLE,,,,,,,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,ONLINE,https://disabilityaffairs.gov.in/,https://disabilityaffairs.gov.in/,1. Approach local DDRS-supported Special School / VTC or District Social Welfare Office. 2. Submit admission application with Disability Certificate. 3. Free admission and rehabilitation care.,"Disability Certificate / UDID Card, Aadhaar Card, Age Proof / Birth Certificate, Passport Photograph",011-24369054,https://disabilityaffairs.gov.in/content/page/ddrs.php,"Deendayal Disabled Rehabilitation Scheme (DDRS) Guidelines, DEPwD","DDRS Revised Guidelines, DEPwD",1-12,Model Projects & Beneficiary Support,2021-04-01,2021-04-01,,1.0,,A-to-Z Data Quality Audit & Provenance Verification against official GOI guidelines,2026-09-01,VERIFIED,ACTIVE,,,"ddrs, special schools, disability rehabilitation, vtc, half-way home, divyangjan, depwd",,,HIGH
